"number","from_date","to_date","backlog_all","inflow_all","outflow_all","backlog_normal","backlog_major","inflow_normal","inflow_major","outflow_normal","outflow_major"
"359",358,"2006-11-12","2006-11-18",5195,93,57,2322,622,40,20,24,14
"360",359,"2006-11-19","2006-11-25",5205,57,47,2327,626,28,10,23,6
"361",360,"2006-11-26","2006-12-02",5237,80,48,2345,631,51,8,33,3
"362",361,"2006-12-03","2006-12-09",5262,61,36,2359,638,32,10,18,3
"363",362,"2006-12-10","2006-12-16",5265,83,80,2344,641,35,14,50,11
"364",363,"2006-12-17","2006-12-23",5292,77,50,2352,652,35,17,27,6
"365",364,"2006-12-24","2006-12-30",5323,67,36,2366,658,38,7,24,1
"366",365,"2006-12-31","2007-01-06",5332,59,50,2362,658,25,10,29,10
"367",366,"2007-01-07","2007-01-13",5352,85,65,2377,659,44,11,29,10
"368",367,"2007-01-14","2007-01-20",5387,84,49,2394,663,44,12,27,8
"369",368,"2007-01-21","2007-01-27",5410,89,66,2405,670,51,15,40,8
"370",369,"2007-01-28","2007-02-03",5416,81,75,2399,676,46,10,52,4
"371",370,"2007-02-04","2007-02-10",5446,77,47,2408,680,36,8,27,4
"372",371,"2007-02-11","2007-02-17",5483,79,42,2423,690,40,13,25,3
"373",372,"2007-02-18","2007-02-24",5460,80,103,2394,686,34,11,63,15
"374",373,"2007-02-25","2007-03-03",5487,99,72,2403,690,50,17,41,13
"375",374,"2007-03-04","2007-03-10",5516,88,59,2413,692,45,11,35,9
"376",375,"2007-03-11","2007-03-17",5548,89,57,2428,694,49,14,34,12
"377",376,"2007-03-18","2007-03-24",5565,76,59,2436,697,47,5,39,2
"378",377,"2007-03-25","2007-03-31",5588,74,51,2441,701,38,9,33,5
"379",378,"2007-04-01","2007-04-07",5467,49,170,2373,666,25,6,93,41
"380",379,"2007-04-08","2007-04-14",5522,90,35,2411,671,58,10,20,5
"381",380,"2007-04-15","2007-04-21",5579,133,76,2440,680,66,29,37,20
"382",381,"2007-04-22","2007-04-28",5624,116,71,2455,687,51,21,36,14
"383",382,"2007-04-29","2007-05-05",5648,94,70,2469,690,47,12,33,9
"384",383,"2007-05-06","2007-05-12",5675,76,49,2482,695,33,14,20,9
"385",384,"2007-05-13","2007-05-19",5684,82,73,2486,695,44,11,40,11
"386",385,"2007-05-20","2007-05-26",5713,74,45,2501,700,34,11,19,6
"387",386,"2007-05-27","2007-06-02",5731,91,73,2504,707,41,13,38,6
"388",387,"2007-06-03","2007-06-09",5753,71,49,2517,710,27,15,14,12
"389",388,"2007-06-10","2007-06-16",5781,55,27,2529,716,24,9,12,3
"390",389,"2007-06-17","2007-06-23",5828,78,31,2556,722,38,13,11,7
"391",390,"2007-06-24","2007-06-30",5843,70,55,2565,725,36,13,27,10
"392",391,"2007-07-01","2007-07-07",5873,59,29,2576,730,30,7,19,2
"393",392,"2007-07-08","2007-07-14",5892,61,42,2580,728,22,11,18,13
"394",393,"2007-07-15","2007-07-21",5922,62,32,2599,731,34,5,15,2
"395",394,"2007-07-22","2007-07-28",5944,59,37,2603,735,23,9,19,5
"396",395,"2007-07-29","2007-08-04",5969,58,33,2624,736,35,5,14,4
"397",396,"2007-08-05","2007-08-11",6012,70,27,2647,737,32,5,9,4
"398",397,"2007-08-12","2007-08-18",6061,92,43,2669,747,38,24,16,14
"399",398,"2007-08-19","2007-08-25",6108,97,50,2690,756,44,17,23,8
"400",399,"2007-08-26","2007-09-01",6126,67,49,2702,756,37,6,25,6
"401",400,"2007-09-02","2007-09-08",6129,61,58,2698,752,27,7,31,11
"402",401,"2007-09-09","2007-09-15",6101,52,80,2682,747,19,7,35,12
"403",402,"2007-09-16","2007-09-22",6076,60,85,2670,743,31,8,43,12
"404",403,"2007-09-23","2007-09-29",6077,60,59,2673,738,33,6,30,11
"405",404,"2007-09-30","2007-10-06",6103,61,35,2683,738,28,5,18,5
"406",405,"2007-10-07","2007-10-13",6096,55,62,2683,737,33,6,33,7
"407",406,"2007-10-14","2007-10-20",6103,31,24,2690,736,22,4,15,5
"408",407,"2007-10-21","2007-10-27",6114,51,40,2691,736,21,8,20,8
"409",408,"2007-10-28","2007-11-03",6138,58,34,2703,737,25,6,13,5
"410",409,"2007-11-04","2007-11-10",6135,45,48,2697,739,20,7,26,5
"411",410,"2007-11-11","2007-11-17",6139,56,52,2698,739,26,12,25,12
"412",411,"2007-11-18","2007-11-24",6146,50,43,2694,740,21,10,25,9
"413",412,"2007-11-25","2007-12-01",6154,53,45,2699,741,26,9,21,8
"414",413,"2007-12-02","2007-12-08",6163,54,45,2709,741,29,8,19,8
"415",414,"2007-12-09","2007-12-15",6174,44,33,2715,742,25,2,19,1
"416",415,"2007-12-16","2007-12-22",6167,45,52,2703,744,21,10,33,8
"417",416,"2007-12-23","2007-12-29",6161,24,30,2702,741,15,2,16,5
"418",417,"2007-12-30","2008-01-05",6161,46,46,2701,739,22,5,23,7
"419",418,"2008-01-06","2008-01-12",6170,44,35,2704,738,19,5,16,6
"420",419,"2008-01-13","2008-01-19",6166,35,39,2704,735,25,2,25,5
"421",420,"2008-01-20","2008-01-26",6181,46,31,2713,732,22,4,13,7
"422",421,"2008-01-27","2008-02-02",6181,50,50,2714,730,25,7,24,9
"423",422,"2008-02-03","2008-02-09",6191,45,35,2722,730,23,3,15,3
"424",423,"2008-02-10","2008-02-16",6182,57,66,2723,731,33,5,32,4
"425",424,"2008-02-17","2008-02-23",6193,61,50,2737,732,33,9,19,8
"426",425,"2008-02-24","2008-03-01",6192,79,80,2740,736,24,20,21,16
"427",426,"2008-03-02","2008-03-08",6189,56,59,2748,734,28,8,20,10
"428",427,"2008-03-09","2008-03-15",6199,64,54,2760,737,32,8,20,5
"429",428,"2008-03-16","2008-03-22",6207,51,43,2754,738,18,10,24,9
"430",429,"2008-03-23","2008-03-29",6181,58,84,2736,734,24,10,42,14
"431",430,"2008-03-30","2008-04-05",6125,72,128,2723,722,35,7,48,19
"432",431,"2008-04-06","2008-04-12",6100,61,86,2719,719,28,8,32,11
"433",432,"2008-04-13","2008-04-19",6042,69,127,2697,709,34,14,56,24
"434",433,"2008-04-20","2008-04-26",6018,54,78,2694,702,29,4,32,11
"435",434,"2008-04-27","2008-05-03",6020,70,68,2701,697,39,9,32,14
"436",435,"2008-05-04","2008-05-10",6033,83,70,2694,697,33,12,40,12
"437",436,"2008-05-11","2008-05-17",5994,62,101,2658,696,28,12,64,13
"438",437,"2008-05-18","2008-05-24",5925,48,117,2618,680,26,6,66,22
"439",438,"2008-05-25","2008-05-31",5909,62,78,2620,674,38,7,36,13
"440",439,"2008-06-01","2008-06-07",5900,61,70,2620,673,36,3,36,4
"441",440,"2008-06-08","2008-06-14",5875,79,104,2604,659,44,3,60,17
"442",441,"2008-06-15","2008-06-21",5871,84,88,2600,658,42,17,46,18
"443",442,"2008-06-22","2008-06-28",5874,75,72,2602,659,38,14,36,13
"444",443,"2008-06-29","2008-07-05",5857,56,73,2598,649,29,7,33,17
"445",444,"2008-07-06","2008-07-12",5822,49,84,2570,644,26,7,54,12
"446",445,"2008-07-13","2008-07-19",5826,57,53,2565,639,26,3,31,8
"447",446,"2008-07-20","2008-07-26",5840,75,61,2565,639,33,5,33,5
"448",447,"2008-07-27","2008-08-02",5869,79,50,2561,641,24,7,28,5
"449",448,"2008-08-03","2008-08-09",5838,73,104,2555,637,34,10,40,14
"450",449,"2008-08-10","2008-08-16",5820,68,86,2551,634,36,13,40,16
"451",450,"2008-08-17","2008-08-23",5732,69,157,2503,593,35,9,83,50
"452",451,"2008-08-24","2008-08-30",5404,53,381,2371,541,27,10,159,62
"453",452,"2008-08-31","2008-09-06",5319,60,145,2300,541,34,8,105,8
"454",453,"2008-09-07","2008-09-13",5243,72,148,2256,526,38,9,82,24
"455",454,"2008-09-14","2008-09-20",5236,67,74,2246,532,40,12,50,6
"456",455,"2008-09-21","2008-09-27",5248,96,84,2240,538,48,12,54,6
"457",456,"2008-09-28","2008-10-04",5244,72,76,2230,541,34,9,44,6
"458",457,"2008-10-05","2008-10-11",5238,71,77,2217,545,32,11,45,7
"459",458,"2008-10-12","2008-10-18",5214,67,91,2200,540,37,4,54,9
"460",459,"2008-10-19","2008-10-25",5179,62,97,2171,541,31,6,60,5
"461",460,"2008-10-26","2008-11-01",5198,71,52,2180,543,36,9,27,7
"462",461,"2008-11-02","2008-11-08",5200,67,65,2185,545,44,8,39,6
"463",462,"2008-11-09","2008-11-15",5223,83,60,2199,547,42,12,28,10
"464",463,"2008-11-16","2008-11-22",5258,110,75,2226,544,72,8,45,11
"465",464,"2008-11-23","2008-11-29",5290,88,56,2250,549,60,8,36,3
"466",465,"2008-11-30","2008-12-06",5311,91,70,2266,555,53,16,37,10
"467",466,"2008-12-07","2008-12-13",5330,78,59,2290,556,49,12,25,11
"468",467,"2008-12-14","2008-12-20",5341,73,62,2297,551,36,9,29,14
"469",468,"2008-12-21","2008-12-27",5352,54,43,2306,553,35,7,26,5
"470",469,"2008-12-28","2009-01-03",5329,62,85,2300,550,34,9,40,12
"471",470,"2009-01-04","2009-01-10",5359,83,53,2322,550,49,3,27,3
"472",471,"2009-01-11","2009-01-17",5310,102,151,2291,543,54,10,85,17
"473",472,"2009-01-18","2009-01-24",5322,90,78,2316,542,58,11,33,12
"474",473,"2009-01-25","2009-01-31",5326,72,68,2322,537,41,5,35,10
"475",474,"2009-02-01","2009-02-07",5343,74,57,2330,540,44,8,36,5
"476",475,"2009-02-08","2009-02-14",5359,75,59,2331,547,35,13,34,6
"477",476,"2009-02-15","2009-02-21",5375,78,62,2340,549,44,10,35,8
"478",477,"2009-02-22","2009-02-28",5398,83,60,2357,550,47,6,30,5
"479",478,"2009-03-01","2009-03-07",5399,85,84,2352,553,48,9,53,6
"480",479,"2009-03-08","2009-03-14",5416,93,76,2360,554,45,12,37,11
"481",480,"2009-03-15","2009-03-21",5430,83,69,2372,554,41,14,29,14
"482",481,"2009-03-22","2009-03-28",5441,63,52,2378,560,34,9,28,3
"483",482,"2009-03-29","2009-04-04",5467,77,51,2384,567,32,15,26,8
"484",483,"2009-04-05","2009-04-11",5477,55,45,2390,568,32,10,26,9
"485",484,"2009-04-12","2009-04-18",5494,56,39,2396,568,28,4,22,4
"486",485,"2009-04-19","2009-04-25",5525,74,43,2418,572,47,6,25,2
"487",486,"2009-04-26","2009-05-02",5554,63,34,2442,577,41,9,17,4
"488",487,"2009-05-03","2009-05-09",5563,77,68,2438,576,38,13,42,14
"489",488,"2009-05-10","2009-05-16",5566,81,78,2443,582,54,10,49,4
"490",489,"2009-05-17","2009-05-23",5582,66,50,2451,585,38,9,30,6
"491",490,"2009-05-24","2009-05-30",5602,66,46,2458,588,36,8,29,5
"492",491,"2009-05-31","2009-06-06",5616,75,61,2473,587,45,6,30,7
"493",492,"2009-06-07","2009-06-13",5640,79,55,2492,590,47,10,28,7
"494",493,"2009-06-14","2009-06-20",5647,102,95,2505,588,62,6,49,8
"495",494,"2009-06-21","2009-06-27",5657,126,116,2527,588,80,21,58,21
"496",495,"2009-06-28","2009-07-04",5651,98,104,2527,578,58,15,58,25
"497",496,"2009-07-05","2009-07-11",5670,96,77,2554,577,64,8,37,9
"498",497,"2009-07-12","2009-07-18",5694,88,64,2556,582,48,8,46,3
"499",498,"2009-07-19","2009-07-25",5705,106,95,2568,588,66,13,54,7
"500",499,"2009-07-26","2009-08-01",5690,99,114,2571,587,68,10,65,11
"501",500,"2009-08-02","2009-08-08",5738,83,35,2591,600,39,14,19,1
"502",501,"2009-08-09","2009-08-15",5718,97,117,2584,590,55,12,62,22
"503",502,"2009-08-16","2009-08-22",5706,98,110,2578,588,60,13,66,15
"504",503,"2009-08-23","2009-08-29",5699,101,108,2567,589,50,14,61,13
"505",504,"2009-08-30","2009-09-05",5675,81,105,2550,589,47,10,64,10
"506",505,"2009-09-06","2009-09-12",5726,161,110,2581,584,102,8,71,13
"507",506,"2009-09-13","2009-09-19",5818,182,90,2636,598,114,22,59,8
"508",507,"2009-09-20","2009-09-26",5849,140,109,2639,598,72,13,69,13
"509",508,"2009-09-27","2009-10-03",5922,167,94,2680,607,102,22,61,13
"510",509,"2009-10-04","2009-10-10",5929,99,92,2673,610,51,13,58,10
"511",510,"2009-10-11","2009-10-17",5942,102,89,2671,614,57,19,59,15
"512",511,"2009-10-18","2009-10-24",5950,99,91,2666,619,48,18,53,13
"513",512,"2009-10-25","2009-10-31",5975,115,90,2683,620,68,16,51,15
"514",513,"2009-11-01","2009-11-07",5989,98,84,2691,620,62,4,54,4
"515",514,"2009-11-08","2009-11-14",6015,121,95,2683,624,54,15,62,11
"516",515,"2009-11-15","2009-11-21",6051,138,102,2699,626,75,17,59,15
"517",516,"2009-11-22","2009-11-28",6125,150,76,2735,633,68,26,32,19
"518",517,"2009-11-29","2009-12-05",6182,160,103,2771,641,88,20,52,12
"519",518,"2009-12-06","2009-12-12",6307,233,108,2824,660,116,37,63,18
"520",519,"2009-12-13","2009-12-19",6368,189,128,2856,672,93,41,61,29
"521",520,"2009-12-20","2009-12-26",6415,100,53,2887,681,55,19,24,10
"522",521,"2009-12-27","2010-01-02",6465,83,33,2913,693,40,16,14,4
"523",522,"2010-01-03","2010-01-09",6471,135,129,2913,698,71,22,71,17
"524",523,"2010-01-10","2010-01-16",6526,148,93,2957,700,97,18,53,16
"525",524,"2010-01-17","2010-01-23",6594,173,105,2990,720,89,37,56,17
"526",525,"2010-01-24","2010-01-30",6660,151,85,3019,734,79,26,50,12
"527",526,"2010-01-31","2010-02-06",6678,118,100,3031,730,59,12,47,16
"528",527,"2010-02-07","2010-02-13",6722,116,72,3057,742,63,21,37,9
"529",528,"2010-02-14","2010-02-20",6768,130,84,3072,746,60,14,45,10
"530",529,"2010-02-21","2010-02-27",6811,137,94,3093,757,68,23,47,12
"531",530,"2010-02-28","2010-03-06",6884,140,67,3133,768,87,15,47,4
"532",531,"2010-03-07","2010-03-13",6912,126,98,3141,772,60,17,52,13
"533",532,"2010-03-14","2010-03-20",6956,115,71,3160,779,62,16,43,9
"534",533,"2010-03-21","2010-03-27",6954,96,98,3157,780,48,17,51,16
"535",534,"2010-03-28","2010-04-03",7012,116,58,3182,796,59,23,34,7
"536",535,"2010-04-04","2010-04-10",7005,78,85,3173,800,44,13,53,9
"537",536,"2010-04-11","2010-04-17",7003,71,73,3171,806,34,17,36,11
"538",537,"2010-04-18","2010-04-24",7029,104,78,3184,806,60,14,47,14
"539",538,"2010-04-25","2010-05-01",7075,91,45,3201,816,43,18,26,8
"540",539,"2010-05-02","2010-05-08",7105,85,55,3229,805,57,5,29,16
"541",540,"2010-05-09","2010-05-15",7136,82,51,3242,812,41,14,28,7
"542",541,"2010-05-16","2010-05-22",7163,86,59,3265,811,52,8,29,9
"543",542,"2010-05-23","2010-05-29",7194,73,42,3292,813,52,7,25,5
"544",543,"2010-05-30","2010-06-05",7210,64,48,3299,818,32,13,25,8
"545",544,"2010-06-06","2010-06-12",7232,70,48,3314,823,41,10,26,5
"546",545,"2010-06-13","2010-06-19",7236,60,56,3315,826,33,10,32,7
"547",546,"2010-06-20","2010-06-26",7261,84,59,3326,832,42,16,31,10
"548",547,"2010-06-27","2010-07-03",6474,108,895,2888,648,52,19,490,203
"549",548,"2010-07-04","2010-07-10",6491,62,45,2884,657,28,14,32,5
"550",549,"2010-07-11","2010-07-17",6523,85,53,2908,660,51,10,27,7
"551",550,"2010-07-18","2010-07-24",6526,85,82,2908,656,54,7,54,11
"552",551,"2010-07-25","2010-07-31",6513,82,95,2911,649,47,11,44,18
"553",552,"2010-08-01","2010-08-07",6514,83,82,2924,638,52,7,39,18
"554",553,"2010-08-08","2010-08-14",6522,71,63,2932,640,39,11,31,9
"555",554,"2010-08-15","2010-08-21",6526,80,76,2936,641,43,14,39,13
"556",555,"2010-08-22","2010-08-28",6535,75,66,2936,647,38,11,38,5
"557",556,"2010-08-29","2010-09-04",6548,75,62,2937,654,35,19,34,12
"558",557,"2010-09-05","2010-09-11",6603,108,53,2976,658,65,15,26,11
"559",558,"2010-09-12","2010-09-18",6570,91,124,2964,653,49,16,61,21
"560",559,"2010-09-19","2010-09-25",6596,91,65,2973,662,44,18,35,9
"561",560,"2010-09-26","2010-10-02",6598,62,60,2969,658,28,6,32,10
"562",561,"2010-10-03","2010-10-09",6614,64,48,2971,661,33,8,31,5
"563",562,"2010-10-10","2010-10-16",6621,59,52,2984,659,32,8,19,10
"564",563,"2010-10-17","2010-10-23",6258,74,437,2761,626,45,9,268,42
"565",564,"2010-10-24","2010-10-30",6272,75,61,2775,625,42,10,28,11
"566",565,"2010-10-31","2010-11-06",6265,77,84,2781,622,46,7,40,10
"567",566,"2010-11-07","2010-11-13",6263,50,52,2774,626,27,8,34,4
"568",567,"2010-11-14","2010-11-20",6281,69,51,2787,629,40,10,27,7
"569",568,"2010-11-21","2010-11-27",6298,49,32,2799,630,31,6,19,5
"570",569,"2010-11-28","2010-12-04",6274,43,67,2785,619,23,7,37,18
"571",570,"2010-12-05","2010-12-11",6297,70,47,2793,623,26,11,18,7
"572",571,"2010-12-12","2010-12-18",6306,51,42,2802,621,26,6,17,8
"573",572,"2010-12-19","2010-12-25",6306,43,43,2801,625,22,7,23,3
"574",573,"2010-12-26","2011-01-01",6319,40,27,2817,627,26,5,10,3
"575",574,"2011-01-02","2011-01-08",6340,48,27,2827,631,26,5,16,1
"576",575,"2011-01-09","2011-01-15",6318,48,70,2814,626,29,5,42,10
"577",576,"2011-01-16","2011-01-22",6338,53,33,2822,630,31,5,23,1
"578",577,"2011-01-23","2011-01-29",6312,44,70,2806,623,30,4,46,11
"579",578,"2011-01-30","2011-02-05",6314,57,55,2807,621,32,10,31,12
"580",579,"2011-02-06","2011-02-12",6317,50,47,2812,620,27,5,22,6
"581",580,"2011-02-13","2011-02-19",6311,44,50,2808,620,21,3,25,3
"582",581,"2011-02-20","2011-02-26",6325,54,40,2819,623,32,6,21,3
"583",582,"2011-02-27","2011-03-05",6316,72,81,2814,618,38,6,43,11
"584",583,"2011-03-06","2011-03-12",6313,69,72,2818,616,44,7,40,9
"585",584,"2011-03-13","2011-03-19",6311,57,59,2825,606,34,1,27,11
"586",585,"2011-03-20","2011-03-26",6309,45,47,2825,603,27,1,27,4
"587",586,"2011-03-27","2011-04-02",6306,58,61,2829,600,39,7,35,10
"588",587,"2011-04-03","2011-04-09",6331,48,23,2843,603,25,7,11,4
"589",588,"2011-04-10","2011-04-16",6326,42,47,2845,603,29,2,27,2
"590",589,"2011-04-17","2011-04-23",6331,51,46,2847,604,26,9,24,8
"591",590,"2011-04-24","2011-04-30",6335,38,34,2850,602,20,4,17,6
"592",591,"2011-05-01","2011-05-07",6308,63,90,2834,600,35,8,51,10
"593",592,"2011-05-08","2011-05-14",6313,62,57,2834,599,36,5,36,6
"594",593,"2011-05-15","2011-05-21",6309,45,49,2830,600,29,7,33,6
"595",594,"2011-05-22","2011-05-28",6321,48,36,2836,603,29,5,23,2
"596",595,"2011-05-29","2011-06-04",6318,50,53,2841,599,33,4,28,8
"597",596,"2011-06-05","2011-06-11",6178,27,167,2833,588,16,1,24,12
"598",597,"2011-06-12","2011-06-18",6161,41,58,2837,591,25,4,21,1
"599",598,"2011-06-19","2011-06-25",6172,55,44,2850,592,38,3,25,2
"600",599,"2011-06-26","2011-07-02",6171,71,72,2857,591,56,6,49,7
"601",600,"2011-07-03","2011-07-09",6198,69,42,2880,592,55,3,32,2
"602",601,"2011-07-10","2011-07-16",6229,87,56,2915,596,66,6,31,2
"603",602,"2011-07-17","2011-07-23",6224,66,71,2933,596,51,2,33,2
"604",603,"2011-07-24","2011-07-30",6240,74,58,2949,595,51,5,35,6
"605",604,"2011-07-31","2011-08-06",6208,70,102,2944,589,52,2,57,8
"606",605,"2011-08-07","2011-08-13",6199,58,67,2939,587,41,7,46,9
"607",606,"2011-08-14","2011-08-20",6203,72,68,2943,587,56,3,52,3
"608",607,"2011-08-21","2011-08-27",6206,56,53,2948,587,43,3,38,3
"609",608,"2011-08-28","2011-09-03",6148,62,120,2917,582,51,3,82,8
"610",609,"2011-09-04","2011-09-10",6123,51,76,2914,581,34,6,37,7
"611",610,"2011-09-11","2011-09-17",6097,33,59,2908,573,25,0,31,8
"612",611,"2011-09-18","2011-09-24",6092,45,50,2908,567,29,2,29,8
"613",612,"2011-09-25","2011-10-01",6088,77,81,2912,565,61,3,57,5
"614",613,"2011-10-02","2011-10-08",6093,68,63,2926,562,50,6,36,9
"615",614,"2011-10-09","2011-10-15",6046,38,85,2902,559,27,5,51,8
"616",615,"2011-10-16","2011-10-22",6046,43,43,2904,556,30,2,28,5
"617",616,"2011-10-23","2011-10-29",6026,41,61,2905,550,34,1,33,7
"618",617,"2011-10-30","2011-11-05",6015,42,53,2901,550,32,2,36,2
"619",618,"2011-11-06","2011-11-12",6012,69,72,2904,544,49,3,46,9
"620",619,"2011-11-13","2011-11-19",6014,72,70,2912,544,54,2,46,2
"621",620,"2011-11-20","2011-11-26",6024,36,26,2925,544,29,4,16,4
"622",621,"2011-11-27","2011-12-03",6028,47,43,2930,544,35,3,30,3
"623",622,"2011-12-04","2011-12-10",6023,49,54,2926,541,36,2,40,5
"624",623,"2011-12-11","2011-12-17",6022,44,45,2927,542,29,3,28,2
"625",624,"2011-12-18","2011-12-24",6041,46,27,2942,541,33,3,18,4
"626",625,"2011-12-25","2011-12-31",6002,52,91,2937,532,40,4,45,13
"627",626,"2012-01-01","2012-01-07",5998,56,60,2953,524,48,1,32,9
"628",627,"2012-01-08","2012-01-14",5983,50,65,2944,523,42,2,51,3
"629",628,"2012-01-15","2012-01-21",6006,69,46,2961,525,56,3,39,1
"630",629,"2012-01-22","2012-01-28",5970,64,100,2930,524,46,7,77,8
"631",630,"2012-01-29","2012-02-04",5981,60,49,2938,526,41,7,33,5
"632",631,"2012-02-05","2012-02-11",5967,56,70,2941,519,47,0,44,7
"633",632,"2012-02-12","2012-02-18",5945,74,96,2939,507,57,0,59,12
"634",633,"2012-02-19","2012-02-25",5894,70,121,2906,496,52,3,85,14
"635",634,"2012-02-26","2012-03-03",5828,53,119,2857,490,38,3,87,9
"636",635,"2012-03-04","2012-03-10",5825,50,53,2858,488,37,2,36,4
"637",636,"2012-03-11","2012-03-17",5887,122,60,2916,483,99,2,41,7
"638",637,"2012-03-18","2012-03-24",5913,97,71,2943,479,74,6,47,10
"639",638,"2012-03-25","2012-03-31",5927,99,85,2963,475,75,1,55,5
"640",639,"2012-04-01","2012-04-07",5932,90,85,2970,474,66,6,59,7
"641",640,"2012-04-08","2012-04-14",5889,47,90,2943,463,34,3,61,14
"642",641,"2012-04-15","2012-04-21",5843,51,97,2918,455,43,2,68,10
"643",642,"2012-04-22","2012-04-28",5863,91,71,2932,457,67,6,53,4
"644",643,"2012-04-29","2012-05-05",5857,78,84,2947,445,70,0,55,12
"645",644,"2012-05-06","2012-05-12",5884,77,50,2972,444,62,1,37,2
"646",645,"2012-05-13","2012-05-19",5886,55,53,2972,443,42,3,42,4
"647",646,"2012-05-20","2012-05-26",5867,70,89,2960,440,52,5,64,8
"648",647,"2012-05-27","2012-06-02",5838,64,93,2946,441,49,6,63,5
"649",648,"2012-06-03","2012-06-09",5833,69,74,2940,436,47,3,53,8
"650",649,"2012-06-10","2012-06-16",5801,73,105,2920,436,50,5,70,5
"651",650,"2012-06-17","2012-06-23",5746,62,117,2883,426,43,5,80,15
"652",651,"2012-06-24","2012-06-30",5742,52,56,2886,424,37,3,34,5
"653",652,"2012-07-01","2012-07-07",5739,50,53,2897,416,38,3,27,11
"654",653,"2012-07-08","2012-07-14",5746,51,44,2903,417,34,4,28,3
"655",654,"2012-07-15","2012-07-21",5745,57,58,2913,412,45,3,35,8
"656",655,"2012-07-22","2012-07-28",5768,61,38,2930,412,42,2,25,2
"657",656,"2012-07-29","2012-08-04",5786,56,38,2945,412,45,2,30,2
"658",657,"2012-08-05","2012-08-11",5786,35,35,2947,412,24,2,22,2
"659",658,"2012-08-12","2012-08-18",5773,40,53,2939,413,31,4,39,3
"660",659,"2012-08-19","2012-08-25",5769,47,51,2942,412,36,2,33,3
"661",660,"2012-08-26","2012-09-01",5794,84,59,2962,413,61,3,41,2
"662",661,"2012-09-02","2012-09-08",5832,72,34,2992,413,52,1,22,1
"663",662,"2012-09-09","2012-09-15",5836,48,44,3002,413,38,0,28,0
"664",663,"2012-09-16","2012-09-22",5846,72,62,3017,414,55,3,40,2
"665",664,"2012-09-23","2012-09-29",5847,68,67,3020,416,53,4,50,2
"666",665,"2012-09-30","2012-10-06",5836,45,56,3013,418,31,5,38,3
"667",666,"2012-10-07","2012-10-13",5847,56,45,3017,424,38,6,34,0
"668",667,"2012-10-14","2012-10-20",5863,66,50,3030,423,46,4,33,5
"669",668,"2012-10-21","2012-10-27",5861,47,49,3033,422,38,1,35,2
"670",669,"2012-10-28","2012-11-03",5862,60,59,3040,420,48,3,41,5
"671",670,"2012-11-04","2012-11-10",5855,33,40,3041,421,21,4,20,3
"672",671,"2012-11-11","2012-11-17",5865,50,40,3051,422,40,2,30,1
"673",672,"2012-11-18","2012-11-24",5889,91,67,3069,425,63,7,45,4
"674",673,"2012-11-25","2012-12-01",5836,65,118,3025,424,53,2,97,3
"675",674,"2012-12-02","2012-12-08",5836,45,45,3028,424,33,0,30,0
"676",675,"2012-12-09","2012-12-15",5830,35,41,3031,424,30,0,27,0
"677",676,"2012-12-16","2012-12-22",5805,37,62,3025,418,32,1,38,7
"678",677,"2012-12-23","2012-12-29",5801,27,31,3018,417,16,1,23,2
"679",678,"2012-12-30","2013-01-05",5789,42,54,3007,419,30,3,41,1
"680",679,"2013-01-06","2013-01-12",5808,45,26,3021,420,34,2,20,1
"681",680,"2013-01-13","2013-01-19",5817,37,28,3029,418,25,0,17,2
"682",681,"2013-01-20","2013-01-26",5806,36,47,3027,417,25,2,27,3
"683",682,"2013-01-27","2013-02-02",5784,30,52,3008,420,20,5,39,2
"684",683,"2013-02-03","2013-02-09",5775,34,43,3008,419,27,1,27,2
"685",684,"2013-02-10","2013-02-16",5790,42,27,3022,421,34,2,20,0
"686",685,"2013-02-17","2013-02-23",5779,55,66,3032,421,48,2,38,2
"687",686,"2013-02-24","2013-03-02",5785,44,38,3040,419,31,2,23,4
"688",687,"2013-03-03","2013-03-09",5775,33,43,3035,418,20,0,25,1
"689",688,"2013-03-10","2013-03-16",5773,31,33,3034,418,23,1,24,1
"690",689,"2013-03-17","2013-03-23",5776,33,30,3038,416,24,0,20,2
"691",690,"2013-03-24","2013-03-30",5763,27,40,3034,415,19,2,23,3
"692",691,"2013-03-31","2013-04-06",5755,47,55,3036,412,40,0,38,3
"693",692,"2013-04-07","2013-04-13",5745,30,40,3030,412,21,1,27,1
"694",693,"2013-04-14","2013-04-20",5753,39,31,3036,413,27,4,21,3
"695",694,"2013-04-21","2013-04-27",5764,38,27,3041,415,29,3,24,1
"696",695,"2013-04-28","2013-05-04",5734,19,49,3014,414,13,0,40,1
"697",696,"2013-05-05","2013-05-11",5747,31,18,3024,414,23,0,13,0
"698",697,"2013-05-12","2013-05-18",5739,39,47,3019,413,27,2,32,3
"699",698,"2013-05-19","2013-05-25",5732,42,49,3026,414,35,1,28,0
"700",699,"2013-05-26","2013-06-01",5747,47,32,3040,413,36,1,22,2
"701",700,"2013-06-02","2013-06-08",5750,35,32,3044,414,25,4,21,3
"702",701,"2013-06-09","2013-06-15",5732,42,60,3041,413,33,2,36,3
"703",702,"2013-06-16","2013-06-22",5729,39,42,3045,410,32,1,28,4
"704",703,"2013-06-23","2013-06-29",5724,49,54,3043,410,35,2,37,2
"705",704,"2013-06-30","2013-07-06",5710,28,42,3030,409,22,0,35,1
"706",705,"2013-07-07","2013-07-13",5695,32,47,3034,409,26,1,22,1
