"Issue ID","Product","Component","Assignee","Status","Resolution","Summary","Opened","Changed","Priority","Version","Target Milestone","Severity"
6690,"Calc","code","thorsten.martens","CLOSED","DUPLICATE","Read/Write problems when two users share an Excel file","2002-08-01 17:29:31","2003-09-08 16:55:29","P3","OOo 1.0.0"," ---","Trivial"
4880,"Calc","ui","bettina.haberer","CLOSED","FIXED","No warning re. file already open","2002-05-15 04:21:37","2013-08-07 15:12:27","P4","OOo 1.0.0"," ---","Trivial"
6334,"Calc","code","bettina.haberer","CLOSED","DUPLICATE","conditional matrices","2002-07-08 00:31:27","2013-08-07 15:12:27","P4","OOo 1.0.0"," ---","Trivial"
6726,"Calc","code","christian.guenther","CLOSED","FIXED","new image map doesn't lead to save function updated","2002-08-03 15:45:07","2003-09-08 16:55:29","P4","OOo 1.0.0"," ---","Trivial"
4352,"Calc","ui","falko.tesch","CLOSED","DUPLICATE","Q-PCD relevant: Date Format Mix-up","2002-05-01 22:23:34","2013-08-07 15:15:02","P4",642," ---","Trivial"
4665,"Calc","code","falko.tesch","CLOSED","FIXED","Data Import","2002-05-08 19:49:31","2003-09-08 16:55:29","P4","OOo 1.0.0"," ---","Trivial"
5214,"Calc","ui","falko.tesch","CLOSED","DUPLICATE","Allow a list of values as criteria for data entry","2002-05-23 13:45:47","2003-09-18 10:41:10","P4","OOo 1.0.0"," ---","Trivial"
5316,"Calc","code","falko.tesch","CLOSED","NOT_AN_OOO_ISSUE","Note in Spreedsheet after converting a Spreadsheet from Excel","2002-05-27 19:45:43","2005-04-18 03:43:41","P4","OOo 1.0.0"," ---","Trivial"
5348,"Calc","ui","falko.tesch","CLOSED","WONT_FIX","Spreadsheet and Word: Default file types","2002-05-28 21:44:12","2003-10-16 12:22:27","P4","OOo 1.0.0"," ---","Trivial"
6287,"Calc","code","falko.tesch","CLOSED","IRREPRODUCIBLE","object position & size should always show up in status bar and remain there as long as one ""accesses"" the object somehow","2002-07-04 18:37:32","2003-09-12 12:36:27","P4","OOo 1.0.0"," ---","Trivial"
6310,"Calc","code","falko.tesch","CLOSED","WONT_FIX","""insert content"" is inconsistent","2002-07-05 21:47:55","2003-11-04 16:13:52","P4","OOo 1.0.0"," ---","Trivial"
6311,"Calc","code","falko.tesch","CLOSED","NOT_AN_OOO_ISSUE","customised masks should be saved file-independantly","2002-07-05 22:01:38","2013-08-07 15:13:47","P4","OOo 1.0.0"," ---","Trivial"
6333,"Calc","ui","falko.tesch","CLOSED","WONT_FIX","Suggestion of Function","2002-07-08 00:30:07","2013-08-07 15:12:47","P4","OOo 1.0.0"," ---","Trivial"
6509,"Calc","ui","falko.tesch","CLOSED","FIXED","icon for toggling ""hidden cells"" (from Format Cells->Cell Protection) and highlight these cells somehow","2002-07-22 19:04:54","2003-09-26 11:58:25","P4","OOo 1.1 RC4"," ---","Trivial"
6742,"Calc","ui","falko.tesch","CLOSED","NOT_AN_OOO_ISSUE","colorize sheet register card","2002-08-04 00:35:04","2003-10-08 14:31:50","P4","OOo 1.0.0"," ---","Trivial"
6743,"Calc","ui","falko.tesch","CLOSED","WONT_FIX","rearrange page properties register cards","2002-08-04 00:35:49","2003-10-08 15:56:14","P4","OOo 1.0.0"," ---","Trivial"
6745,"Calc","ui","falko.tesch","CLOSED","WONT_FIX","more precise vertical text arrangement","2002-08-04 00:37:24","2003-10-08 14:36:18","P4","OOo 1.0.0"," ---","Trivial"
6551,"Calc","code","frank","CLOSED","IRREPRODUCIBLE","Chart unselectable when first created from csv file","2002-07-25 03:55:11","2003-09-08 16:55:29","P4","OOo 1.0.0"," ---","Trivial"
6301,"Calc","code","lars_o_hansen","CLOSED","IRREPRODUCIBLE","inserted bitmaps in calc not sharp","2002-07-05 16:43:32","2003-09-08 16:55:29","P4","OOo 1.0.0"," ---","Trivial"
4621,"Calc","ui","marco","CLOSED","DUPLICATE","(german version) Menu ""Edit"" Command ""Redo"" shows F12 in Menu","2002-05-07 21:14:20","2003-09-08 16:55:29","P4","OOo 1.0.0"," ---","Trivial"
4892,"Calc","ui","niklas.nebel","CLOSED","DUPLICATE","Context Menu: Select with right mouse click","2002-05-15 11:11:40","2013-08-07 15:15:02","P4","OOo 1.0.0"," ---","Trivial"
5560,"Calc","formatting","niklas.nebel","CLOSED","FIXED","Add possibility to change color of sheet labels (tabs)","2002-06-05 02:20:27","2017-05-20 11:42:09","P4","OOo 1.0.0"," ---","Trivial"
4368,"Calc","ui","oc","CLOSED","DUPLICATE","Field does not format ""Right Justified"" when text is longer than visible field","2002-05-02 01:40:58","2003-09-08 16:55:29","P4","OOo 1.0.0"," ---","Trivial"
4417,"Calc","code","oc","CLOSED","NOT_AN_OOO_ISSUE","Sum Between two document","2002-05-03 07:28:04","2003-09-08 16:55:29","P4",641," ---","Trivial"
4546,"Calc","ui","oc","CLOSED","NOT_AN_OOO_ISSUE","Spreadsheet Functionality: Save As TAB delimited text","2002-05-06 12:51:58","2013-08-07 15:13:47","P4","OOo 1.0.0"," ---","Trivial"
4769,"Calc","ui","oc","CLOSED","DUPLICATE","Lotus 123","2002-05-12 18:28:56","2003-09-08 16:55:29","P4","OOo 1.0.0"," ---","Trivial"
4887,"Calc","ui","oc","CLOSED","NOT_AN_OOO_ISSUE","Can't drag and drop cells in calc","2002-05-15 08:33:14","2010-05-01 18:49:08","P4","OOo 1.0.0"," ---","Trivial"
5126,"Calc","ui","oc","CLOSED","IRREPRODUCIBLE","Charts cut/copied and pasted inside spreadsheets do not retain original chart","2002-05-22 00:10:08","2003-09-08 16:55:29","P4","OOo 1.0.0"," ---","Trivial"
5550,"Calc","code","oc","CLOSED","FIXED","auto-fill can't increment last octet of ip addresses.","2002-06-04 17:44:17","2013-08-07 15:14:30","P4","OOo 1.0.0"," ---","Trivial"
5894,"Calc","code","oc","CLOSED","DUPLICATE","Diagram related Suggestions","2002-06-16 20:49:07","2003-09-08 16:55:29","P4","OOo 1.0.0"," ---","Trivial"
5897,"Calc","code","oc","CLOSED","IRREPRODUCIBLE","Page Format Center vertically bug","2002-06-16 22:19:55","2003-09-08 16:55:29","P4","OOo 1.0.0"," ---","Trivial"
6316,"Calc","code","oc","CLOSED","DUPLICATE","increasing the max. amount of columns will be a good idea","2002-07-06 22:25:40","2003-09-08 16:55:29","P4","OOo 1.0.0"," ---","Trivial"
6317,"Calc","code","oc","CLOSED","NOT_AN_OOO_ISSUE","increasing the max. amount of columns will be a good idea","2002-07-06 22:25:46","2013-08-07 15:13:47","P4","OOo 1.0.0"," ---","Trivial"
6330,"Calc","ui","oc","CLOSED","FIXED","Selection of multiple tables","2002-07-08 00:27:24","2013-08-07 15:15:02","P4","OOo 1.0.0"," ---","Trivial"
6765,"Calc","code","peter.junge","CLOSED","IRREPRODUCIBLE","CALC freezes when opening EXCEL file with chart","2002-08-05 19:36:08","2003-09-08 16:55:29","P4","OOo 1.0.1"," ---","Trivial"
5962,"Calc","code","sascha.ballach","CLOSED","DUPLICATE","Loading OO spreadsheet files is tragically slow.","2002-06-19 05:22:38","2003-09-08 16:55:29","P4","OOo 1.0.0"," ---","Trivial"
4708,"Calc","code","bettina.haberer","CLOSED","FIXED","Cannot calculate using Thai digits","2002-05-09 23:50:46","2013-08-07 15:12:27","P5 (lowest)",642," ---","Trivial"
6308,"Calc","code","bettina.haberer","CLOSED","FIXED","Allow one-click single cell selection","2002-07-05 21:47:53","2013-08-07 15:12:27","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
4987,"Calc","ui","falko.tesch","CLOSED","IRREPRODUCIBLE","Spreadsheet CSV filter text delimeter settings","2002-05-17 14:00:40","2003-11-04 18:09:25","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
5130,"Calc","ui","falko.tesch","CLOSED","WONT_FIX","Autofilter with no column header can remove the dropdown boxes after a filter operation","2002-05-22 00:27:42","2003-10-17 07:17:35","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
6359,"Calc","code","falko.tesch","CLOSED","WONT_FIX","formulas to be replaced by results when loosing reference when moving cell","2002-07-08 20:05:15","2003-10-08 15:01:14","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
6360,"Calc","code","falko.tesch","CLOSED","DUPLICATE","change paste behaviour when pasting cells","2002-07-08 20:09:13","2003-09-08 16:55:29","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
6366,"Calc","code","falko.tesch","CLOSED","WONT_FIX","pasting unformatted should occur with highest possible precision","2002-07-09 11:10:32","2003-09-12 11:49:23","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
6368,"Calc","code","falko.tesch","CLOSED","NOT_AN_OOO_ISSUE","Last used mask type not saved when reentering cell-properties","2002-07-09 11:52:14","2003-10-13 13:05:38","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
6378,"Calc","code","falko.tesch","CLOSED","WONT_FIX","formula arguments not always updated optimally","2002-07-09 21:06:25","2003-10-13 13:45:33","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
4542,"Calc","ui","frank","CLOSED","FIXED","Minor typo in English language help file for spreadsheet PMT function.","2002-05-06 04:20:49","2013-08-07 15:14:58","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
4622,"Calc","code","frank","CLOSED","FIXED","Xcl Imp: Set #REF if external data is not available","2002-05-07 21:30:56","2013-08-07 15:15:35","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
6746,"Calc","ui","frank","CLOSED","NOT_AN_OOO_ISSUE","beyond background problem","2002-08-04 00:38:07","2010-08-25 12:41:37","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
5534,"Calc","ui","oc","CLOSED","FIXED","Format->Cells->Category=Currency->Currency Format dropdown is confusing","2002-06-04 02:43:23","2013-08-07 15:14:55","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
6583,"Calc","ui","oc","CLOSED","DUPLICATE","Opening files with long names is buggy.","2002-07-26 00:22:29","2003-09-08 16:55:29","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
6636,"Calc","ui","oc","CLOSED","IRREPRODUCIBLE","Zoom 'Fit'","2002-07-29 17:01:57","2003-09-08 16:55:29","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
5021,"Calc","ui","peter.junge","CLOSED","DUPLICATE","AutoCorrect ignores ""two capitals"" setting","2002-05-18 19:07:42","2003-09-08 16:55:29","P5 (lowest)",641," ---","Trivial"
6710,"Calc","ui","uwefis","CLOSED","FIXED","Incorrect Calc Configuration help text","2002-08-02 13:47:52","2013-08-07 15:12:47","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
7601,"Calc","ui","issues","CONFIRMED"," ---","allow non 4-sided input ranges","2002-09-09 10:27:21","2013-02-07 22:36:01","P3","OOo 1.0.0"," ---","Trivial"
7602,"Calc","ui","issues","CONFIRMED"," ---","range selection behaviour proposal","2002-09-09 10:27:43","2013-02-07 22:37:45","P3","OOo 1.0.0"," ---","Trivial"
7603,"Calc","ui","issues","CONFIRMED"," ---","block selecting more clever please","2002-09-09 10:34:29","2013-02-07 22:37:57","P3","OOo 1.0.0"," ---","Trivial"
8339,"Calc","editing","issues","CONFIRMED"," ---","Enable merging a number of rows or columns in one action. All rows or columns of a selected cell matrix get merged.","2002-10-14 22:58:31","2013-08-07 15:12:27","P3",643," ---","Trivial"
8812,"Calc","ui","issues","CONFIRMED"," ---","Conditional formating","2002-10-29 16:24:35","2016-06-15 15:07:15","P3",643," ---","Trivial"
9142,"Calc","ui","issues","CONFIRMED"," ---","detail not exported properties because of no support in target filetype","2002-11-10 19:00:21","2013-02-07 22:33:15","P3","OOo 1.0.0"," ---","Trivial"
6982,"Calc","ui","issues","CONFIRMED"," ---","[Feature] passing cell data to a query","2002-08-14 13:12:35","2013-02-07 22:11:59","P4","OOo 1.0.1"," ---","Trivial"
7072,"Calc","ui","issues","CONFIRMED"," ---","column widths shown wrong when altering with mouse & altering glitchy [also for rows,objects, heights&sizes]","2002-08-17 19:57:02","2017-05-20 11:13:16","P4","OOo 1.0.0"," ---","Trivial"
7357,"Calc","code","issues","CONFIRMED"," ---","Paste into nonadjacent random cells","2002-08-30 16:18:29","2017-05-20 11:01:03","P4","OOo 1.0.1"," ---","Trivial"
7372,"Calc","ui","issues","CONFIRMED"," ---","Enhance Find & Replace for formatting in Calc","2002-08-31 00:33:35","2014-03-19 05:36:19","P4","OOo 1.0.0"," ---","Trivial"
7540,"Calc","ui","issues","CONFIRMED"," ---","Auto fill with wrong char","2002-09-06 14:07:44","2013-02-07 22:37:13","P4","OOo 1.0.1"," ---","Trivial"
8088,"Calc","code","issues","CONFIRMED"," ---","VLOOKUP and 0 value","2002-10-06 14:47:52","2015-03-10 14:27:04","P4",643," ---","Trivial"
8443,"Calc","ui","issues","CONFIRMED"," ---","Add icons for Detective functions for toolbars","2002-10-17 10:23:11","2017-05-20 11:01:00","P4",643," ---","Trivial"
7396,"Calc","ui","issues","CONFIRMED"," ---","Accelerate scroll speed when scrolling long ""distances""","2002-08-31 20:31:26","2013-08-07 15:12:27","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
7009,"Calc","code","issues","ACCEPTED"," ---","Xcl Imp/Exp: Various conversion issues","2002-08-15 15:26:37","2013-08-07 15:12:27","P3","OOo 1.0.1"," ---","Trivial"
8237,"Calc","code","issues","ACCEPTED"," ---","Define names error.","2002-10-11 09:21:59","2013-08-07 15:12:27","P3","OOo 1.0.1"," ---","Trivial"
8300,"Calc","ui","issues","ACCEPTED"," ---","selection after editing merged cells fails sometimes","2002-10-13 20:53:36","2017-05-20 11:13:46","P3","OOo 1.0.1"," ---","Trivial"
8303,"Calc","ui","issues","ACCEPTED"," ---","inserting cells (not columns) does not move image correctly","2002-10-13 21:27:32","2017-05-20 11:13:42","P3","OOo 1.0.1"," ---","Trivial"
7164,"Calc","ui","issues","ACCEPTED"," ---","Navigation severely restricted while in functions autopilot","2002-08-21 04:51:20","2013-08-07 15:12:27","P4","OOo 1.0.1"," ---","Trivial"
7722,"Calc","ui","issues","ACCEPTED"," ---","Cells Columns that are larger than screen jump when scrolling","2002-09-14 06:43:42","2019-03-06 16:36:20","P4","OOo 1.0.0"," ---","Trivial"
8049,"Calc","ui","issues","ACCEPTED"," ---","lines do not hold place relative to cells","2002-10-03 20:13:07","2018-09-03 23:57:47","P4","OOo 1.0.1"," ---","Trivial"
8268,"Calc","ui","issues","ACCEPTED"," ---","Grouping of auto-input and auto-correct in one dialog","2002-10-12 12:00:01","2013-08-07 15:12:27","P4","OOo 1.0.0"," ---","Trivial"
8272,"Calc","ui","issues","ACCEPTED"," ---","insert columns without using next columns formatting","2002-10-12 14:59:39","2013-08-07 15:12:27","P4","OOo 1.0.0"," ---","Trivial"
8325,"Calc","ui","issues","ACCEPTED"," ---","update copied formulas functionality","2002-10-14 16:00:11","2013-08-07 15:12:27","P4","OOo 1.0.0"," ---","Trivial"
8338,"Calc","ui","issues","ACCEPTED"," ---","Enter descending numbers in spreadsheet","2002-10-14 22:44:46","2013-08-07 15:12:27","P4",643," ---","Trivial"
7025,"Calc","ui","issues","ACCEPTED"," ---","scrollbar-size doesn't take into account objects size and newly paste content ""size""  -- it's too long to scroll through the entire document","2002-08-16 00:33:38","2017-05-20 11:13:11","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
7179,"Calc","code","issues","ACCEPTED"," ---","Scroll lock does not work","2002-08-22 07:49:50","2017-08-15 05:29:12","P5 (lowest)","OOo 1.0.1"," ---","Trivial"
7368,"Calc","ui","issues","ACCEPTED"," ---","Allow independent Undo/Redo for every sheet in Calc","2002-08-31 00:28:04","2013-08-07 15:12:27","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
8235,"Calc","ui","issues","ACCEPTED"," ---","Feature realting to Draw functions in SO.","2002-10-11 05:51:16","2013-08-07 15:12:27","P5 (lowest)","OOo 1.0.1"," ---","Trivial"
7742,"Calc","code","frank","CLOSED","NOT_AN_OOO_ISSUE","Can only print first sheet in OO.Org Calc","2002-09-16 14:32:22","2003-09-08 16:55:29","P1 (highest)","OOo 1.0.1"," ---","Trivial"
7223,"Calc","code","niklas.nebel","CLOSED","WONT_FIX","Password protected sheets/document loose their passwords after exporting to SO5.2, 4.0, 3.0","2002-08-24 15:13:06","2003-09-08 16:55:29","P1 (highest)","OOo 1.0.1"," ---","Trivial"
6985,"Calc","ui","oc","CLOSED","NOT_AN_OOO_ISSUE","Multiple Operations Formula Error","2002-08-14 13:54:15","2003-09-08 16:55:29","P1 (highest)","OOo 1.0.1"," ---","Trivial"
7147,"Calc","code","oc","CLOSED","IRREPRODUCIBLE","Problems with more than one font used in a cell","2002-08-20 12:39:49","2003-09-08 16:55:29","P1 (highest)","OOo 1.0.1"," ---","Trivial"
7312,"Calc","code","oc","CLOSED","NOT_AN_OOO_ISSUE","No grid, no Row numbers","2002-08-28 23:48:36","2003-09-08 16:55:29","P1 (highest)","OOo 1.0.1"," ---","Trivial"
7589,"Calc","code","oc","CLOSED","DUPLICATE","Excel - Calc adds extra brackets which breaks formula","2002-09-08 15:51:39","2003-09-08 16:55:29","P1 (highest)","OOo 1.0.1"," ---","Trivial"
7892,"Calc","code","oc","CLOSED","FIXED","unable to save, unrecoverable error","2002-09-25 19:04:19","2003-09-08 16:55:29","P1 (highest)","OOo 1.0.1"," ---","Trivial"
7987,"Calc","code","oc","CLOSED","NOT_AN_OOO_ISSUE","Calc crashes","2002-10-01 03:35:23","2003-09-08 16:55:29","P1 (highest)","OOo 1.0.1"," ---","Trivial"
8375,"Calc","code","oc","CLOSED","DUPLICATE","Dates off by one day","2002-10-15 22:45:42","2003-09-08 16:55:29","P1 (highest)",643," ---","Trivial"
8950,"Calc","code","oc","CLOSED","DUPLICATE","Date function returns incorrect date if year is a cel ref","2002-11-04 11:22:58","2003-09-08 16:55:29","P1 (highest)",643," ---","Trivial"
9133,"Calc","code","oc","CLOSED","DUPLICATE","strange changes in cells","2002-11-09 17:28:32","2003-09-08 16:55:29","P1 (highest)",643," ---","Trivial"
7410,"Calc","code","ooo","CLOSED","NOT_AN_OOO_ISSUE","Wrong result on simple addition/subtraction","2002-09-01 09:36:38","2010-04-03 08:52:15","P1 (highest)","OOo 1.0.0"," ---","Trivial"
9222,"Calc","ui","peter.junge","CLOSED","DUPLICATE","Rows display and fonts","2002-11-14 10:13:06","2013-08-07 15:13:47","P1 (highest)","OOo 1.0.1"," ---","Trivial"
7196,"Calc","code","thomas.klarhoefer","CLOSED","IRREPRODUCIBLE","Creating a Chart crashes the spreadsheet","2002-08-23 01:22:22","2003-09-08 16:55:29","P1 (highest)","OOo 1.0.1"," ---","Trivial"
7316,"Calc","code","falko.tesch","CLOSED","WONT_FIX","Copying from the clipboard works incorrectly (special case)","2002-08-29 10:56:00","2003-09-26 15:09:29","P2","OOo 1.0.0"," ---","Trivial"
7395,"Calc","ui","falko.tesch","CLOSED","WONT_FIX","ability: ""select data until end"" IN Context Menu (ENHANCEMENT)","2002-08-31 20:14:36","2003-09-26 12:08:03","P2","OOo 1.0.0"," ---","Trivial"
7203,"Calc","code","frank","CLOSED","FIXED","Url Button crashes OpenOffice application","2002-08-23 09:42:33","2003-09-08 16:55:29","P2","OOo 1.0.1"," ---","Trivial"
7437,"Calc","code","frank","CLOSED","WONT_FIX","allow functions in their own input ranges","2002-09-02 12:05:46","2013-08-07 15:13:47","P2","OOo 1.0.0"," ---","Trivial"
7457,"Calc","code","frank","CLOSED","NOT_AN_OOO_ISSUE","Calc cell formatting changes not saved","2002-09-03 02:32:55","2003-09-08 16:55:29","P2","OOo 1.0.1"," ---","Trivial"
8645,"Calc","code","frank","CLOSED","FIXED","Saving then Loading changes Link settings","2002-10-23 14:47:54","2013-08-07 15:14:58","P2",643," ---","Trivial"
8149,"Calc","code","niklas.nebel","CLOSED","NOT_AN_OOO_ISSUE","date format defaults to US MM/DD/YYYY","2002-10-08 11:21:09","2003-09-08 16:55:29","P2","OOo 1.0.1"," ---","Trivial"
7140,"Calc","code","oc","CLOSED","NOT_AN_OOO_ISSUE","change cell format bug in Calc (bug en cambio de formato de la celda de Calc)","2002-08-19 23:43:06","2003-09-08 16:55:29","P2","OOo 1.0.1"," ---","Trivial"
7142,"Calc","ui","oc","CLOSED","NOT_AN_OOO_ISSUE","very useful feature request: a function to print a 'header row' on each page","2002-08-20 03:53:19","2003-09-08 16:55:29","P2","OOo 1.0.1"," ---","Trivial"
7272,"Calc","code","oc","CLOSED","WONT_FIX","NOMINAL() function not exported to excel format","2002-08-27 09:25:17","2003-09-08 16:55:29","P2","OOo 1.0.1"," ---","Trivial"
7299,"Calc","ui","oc","CLOSED","DUPLICATE","Focus doens't move when pressing the right mouse button","2002-08-28 09:39:34","2003-09-08 16:55:29","P2","OOo 1.0.1"," ---","Trivial"
8423,"Calc","code","oc","CLOSED","FIXED","Openoffice-calc crashes when paste special ->Drawing format is done","2002-10-16 22:32:17","2003-09-08 16:55:29","P2","OOo 1.0.1"," ---","Trivial"
8640,"Calc","code","oc","CLOSED","FIXED","Save as .xls writes incorrect cell format","2002-10-23 12:00:15","2013-08-07 15:14:58","P2","OOo 1.0.1"," ---","Trivial"
9134,"Calc","code","oc","CLOSED","FIXED","Cumulative error in formulas gives incorrect answer - BESSELJ","2002-11-09 19:02:35","2013-08-07 15:12:51","P2","OOo 1.0.1"," ---","Trivial"
9190,"Calc","ui","oc","CLOSED","DUPLICATE","Spreadsheet doesn't print.","2002-11-12 18:47:26","2003-09-08 16:55:29","P2","OOo 1.0.1"," ---","Trivial"
9204,"Calc","ui","oc","CLOSED","FIXED","paste table from ie","2002-11-13 08:33:03","2003-09-08 16:55:29","P2","OOo 1.0.1"," ---","Trivial"
7803,"Calc","ui","peter.junge","CLOSED","WONT_FIX","Editing of the cell with ""Time"" format with formula shows decimal fractions instead of time","2002-09-20 03:27:52","2003-09-08 16:55:29","P2","OOo 1.0.1"," ---","Trivial"
9132,"Calc","code","peter.junge","CLOSED","FIXED","strange calculating in hungarian number date format","2002-11-09 17:25:07","2013-08-07 15:14:58","P2",643," ---","Trivial"
9156,"Calc","code","peter.junge","CLOSED","IRREPRODUCIBLE","OO Crashes when i try to change a formula in a simple XLS file","2002-11-11 13:30:41","2003-09-08 16:55:29","P2","OOo 1.0.1"," ---","Trivial"
8772,"Calc","code","sascha.ballach","CLOSED","WONT_FIX","Calc won't open it's own sxc file","2002-10-28 15:03:26","2003-09-08 16:55:29","P2","OOo 1.0.0"," ---","Trivial"
7782,"Calc","ui","bettina.haberer","CLOSED","FIXED","1 icon which merges/unmerges cell","2002-09-18 21:15:43","2013-08-07 15:15:02","P3","OOo 1.0.0"," ---","Trivial"
8096,"Calc","ui","bettina.haberer","CLOSED","DUPLICATE","Copy single cell to multiselection in Calc","2002-10-06 22:45:48","2013-08-07 15:12:27","P3","OOo 1.0.1"," ---","Trivial"
8201,"Calc","code","bettina.haberer","CLOSED","NOT_AN_OOO_ISSUE","Calc - option NOT to ""Print Zero Values"" in Format-Page-Sheet is not being saved in .xls format.","2002-10-10 05:00:15","2013-08-07 15:15:02","P3","OOo 1.0.1"," ---","Trivial"
8274,"Calc","ui","bettina.haberer","CLOSED","WONT_FIX","borders: replace & update","2002-10-12 15:04:23","2013-08-07 15:15:02","P3","OOo 1.0.0"," ---","Trivial"
8342,"Calc","ui","bettina.haberer","CLOSED","DUPLICATE","Notes cannot be resized or moved","2002-10-15 02:49:56","2008-05-17 23:02:58","P3","OOo 1.0.0"," ---","Trivial"
8363,"Calc","ui","bettina.haberer","CLOSED","DUPLICATE","allow deleting from merged ranges","2002-10-15 18:54:09","2013-08-07 15:12:27","P3","OOo 1.0.0"," ---","Trivial"
8454,"Calc","ui","bettina.haberer","CLOSED","DUPLICATE","font attribute can't be removed from cell independantly of border attribute","2002-10-17 13:08:14","2013-08-07 15:15:02","P3","OOo 1.0.0"," ---","Trivial"
8455,"Calc","ui","bettina.haberer","CLOSED","WONT_FIX","a font overview should be implemented, so that I can quickly see which cells have which fonts set","2002-10-17 13:16:32","2013-08-07 15:15:02","P3","OOo 1.0.0"," ---","Trivial"
8457,"Calc","ui","bettina.haberer","CLOSED","NOT_AN_OOO_ISSUE","cell widths adjustable independantly from column widths !","2002-10-17 13:47:42","2013-08-07 15:15:02","P3","OOo 1.0.0"," ---","Trivial"
8707,"Calc","ui","bettina.haberer","CLOSED","FIXED","Drop Down Lists","2002-10-25 09:08:43","2013-08-07 15:15:02","P3","OOo 1.0.1"," ---","Trivial"
8712,"Calc","code","bettina.haberer","CLOSED","NOT_AN_OOO_ISSUE","Subtotals grouping- Data analysis- Frequency analysis","2002-10-25 11:31:24","2013-08-07 15:12:27","P3","OOo 1.0.0"," ---","Trivial"
8793,"Calc","ui","bettina.haberer","CLOSED","DUPLICATE","Allow manual line breaks to be inserted in the Input line","2002-10-28 20:52:07","2013-08-07 15:12:27","P3","OOo 1.0.1"," ---","Trivial"
9235,"Calc","ui","bettina.haberer","CLOSED","DUPLICATE","Broken Printing Scaling in Spreadsheet Component","2002-11-14 22:00:39","2013-08-07 15:15:02","P3","643C"," ---","Trivial"
7606,"Calc","code","daniel.rentz","CLOSED","NOT_AN_OOO_ISSUE","CSV import number recognition","2002-09-09 11:12:22","2003-09-08 16:55:29","P3","OOo 1.0.1"," ---","Trivial"
8014,"Calc","code","daniel.rentz","CLOSED","IRREPRODUCIBLE","Conditional Formatting breaks when converted to MS Excel 97+","2002-10-02 02:45:30","2003-09-08 16:55:29","P3","OOo 1.0.1"," ---","Trivial"
8381,"Calc","ui","daniel.rentz","CLOSED","FIXED","Bad display of Fixed-Width Text CSV files in new Text Import","2002-10-16 06:11:18","2013-08-07 15:15:02","P3",643," ---","Trivial"
7380,"Calc","ui","falko.tesch","CLOSED","WONT_FIX","join columns content or join cell content  FEATURE","2002-08-31 14:59:30","2003-10-08 14:09:58","P3","OOo 1.0.0"," ---","Trivial"
7394,"Calc","ui","falko.tesch","CLOSED","WONT_FIX","paste copied function enhancement feature","2002-08-31 20:08:17","2003-10-06 13:21:58","P3","OOo 1.0.0"," ---","Trivial"
7426,"Calc","code","falko.tesch","CLOSED","IRREPRODUCIBLE","the calculated value of a cell should also be shown (status bar at bottom)","2002-09-01 20:36:49","2003-10-06 13:30:54","P3","OOo 1.0.0"," ---","Trivial"
7594,"Calc","ui","falko.tesch","CLOSED","DUPLICATE","Line Wrap","2002-09-08 23:42:14","2013-08-07 15:15:02","P3","OOo 1.0.0"," ---","Trivial"
7694,"Calc","code","falko.tesch","CLOSED","FIXED","Changing language in cell adds <'>","2002-09-12 12:50:18","2008-05-17 23:01:50","P3","OOo 1.0.1"," ---","Trivial"
8087,"Calc","code","falko.tesch","CLOSED","WONT_FIX","#REF! error should not destroy original cell contents","2002-10-06 14:35:39","2003-10-15 09:44:04","P3",643," ---","Trivial"
8704,"Calc","code","falko.tesch","CLOSED","WONT_FIX","Suppress Output of Empty Pages does not work fully","2002-10-25 05:46:12","2013-08-07 15:15:02","P3","OOo 1.0.1"," ---","Trivial"
8904,"Calc","ui","falko.tesch","CLOSED","DUPLICATE","Right click on row button to insert row is not intuitive","2002-11-01 22:20:31","2013-08-07 15:12:27","P3","OOo 1.0.1"," ---","Trivial"
6794,"Calc","code","frank","CLOSED","FIXED","Text CSV import doesn't work with dates in September","2002-08-06 15:48:11","2013-08-07 15:15:32","P3","OOo 1.0.1"," ---","Trivial"
6940,"Calc","code","frank","CLOSED","FIXED","Unable to import dates with no delimiters","2002-08-12 19:21:00","2003-09-08 16:55:29","P3","OOo 1.0.1"," ---","Trivial"
6967,"Calc","code","frank","CLOSED","NOT_AN_OOO_ISSUE"," =MONTH() function working improperly","2002-08-13 18:27:12","2003-09-08 16:55:29","P3","OOo 1.0.0"," ---","Trivial"
